Unnamed: 0,year,title_cn,fund_project,topic_en,topic_ru,domain_en,domain_ru,field_en,field_ru,subfield_en,subfield_ru
1133,2017,“一带一路”:引领包容性全球化,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1134,2017,“一带一路”建设与我国区域发展战略的关系研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1134,2017,“一带一路”建设与我国区域发展战略的关系研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1135,2017,“一带一路”建设与我国区域发展战略的关系研究,中科院科技战略咨询院重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1135,2017,“一带一路”建设与我国区域发展战略的关系研究,中科院科技战略咨询院重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1136,2017,全球航运战略支点识别,国家自然科学基金项目（41571113）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1136,2017,全球航运战略支点识别,国家自然科学基金项目（41571113）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1137,2017,全球航运战略支点识别,中科院战略咨询院重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1137,2017,全球航运战略支点识别,中科院战略咨询院重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1138,2017,全球航运战略支点识别,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1138,2017,全球航运战略支点识别,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1139,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1139,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1140,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院战略咨询院2015年重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1140,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院战略咨询院2015年重大咨询项目（Y02015001）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1141,2017,我国在“一带一路”沿线海外园区建设模式研究,国家自然科学基金（41530751）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1141,2017,我国在“一带一路”沿线海外园区建设模式研究,国家自然科学基金（41530751）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1142,2017,我国在“一带一路”沿线海外园区建设模式研究,国家社会科学重大基金（2015MZD039）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1142,2017,我国在“一带一路”沿线海外园区建设模式研究,国家社会科学重大基金（2015MZD039）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1143,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1143,2017,我国在“一带一路”沿线海外园区建设模式研究,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1144,2017,我国与“一带一路”沿线国家贸易特征研究,中科院科技战略咨询院重大项目（Y02015001）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1144,2017,我国与“一带一路”沿线国家贸易特征研究,中科院科技战略咨询院重大项目（Y02015001）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1145,2017,我国与“一带一路”沿线国家贸易特征研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1145,2017,我国与“一带一路”沿线国家贸易特征研究,中科院国际合作局对外合作重点项目（131551KYSB20160002）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1146,2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1146,2017,“中欧班列”运输组织策略研究,国家自然科学基金（41371143）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1147,2017,“中欧班列”运输组织策略研究,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1147,2017,“中欧班列”运输组织策略研究,中科院地理科学与资源所特色所培育建设项目（“一带一路”建设决策支持研究）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1148,2017,“中欧班列”运输组织策略研究,中科院青年创新促进会资助项目,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1148,2017,“中欧班列”运输组织策略研究,中科院青年创新促进会资助项目,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1149,2017,“一带一路”2.0引领新型全球化,国家社会科学基金一般项目（12BGJ038）,Belt and Road Initiative: S&T Innovation and Sustainable Development,"""Пояс и путь"": научно-технические инновации и устойчивое развитие",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1149,2017,“一带一路”2.0引领新型全球化,国家社会科学基金一般项目（12BGJ038）,Belt and Road Initiative: S&T Cooperation,"""Пояс и путь"": научно-техническое сотрудничество",Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,International Relations,Международные отношения
1150,2017,我国空间治理体系现代化在“十九大”后的新态势,国家自然科学基金重点项目（41630644）,Land Spatial Governance and Regional Development Strategy,Стратегия управления земельным пространством и регионального развития,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
1151,2017,我国空间治理体系现代化在“十九大”后的新态势,中科院科技服务网络计划（STS计划）项目（KFJ-STS-ZDTP-021）,Land Spatial Governance and Regional Development Strategy,Стратегия управления земельным пространством и регионального развития,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
1153,2017,2017年夏季全国气候趋势展望,国家自然科学基金项目（41630424、41675086）,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1153,2017,2017年夏季全国气候趋势展望,国家自然科学基金项目（41630424、41675086）,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1154,2017,2017年夏季全国气候趋势展望,国家科技支撑课题（2015BAC03B03）,"Global Climate Change: Impact, Adaptation, and Mitigation Strategy","Глобальное изменение климата: воздействие, адаптация и стратегия смягчения последствий",Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1154,2017,2017年夏季全国气候趋势展望,国家科技支撑课题（2015BAC03B03）,Climate Change Impact,Влияние изменения климата,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1155,2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406）,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
1155,2017,大规模围填海对滨海湿地的影响与对策,国家重点基础研究发展计划（“973”计划）项目（2013CB430406）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1156,2017,大规模围填海对滨海湿地的影响与对策,国家自然科学基金重点项目（51639001）,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
1156,2017,大规模围填海对滨海湿地的影响与对策,国家自然科学基金重点项目（51639001）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1157,2017,大规模围填海对滨海湿地的影响与对策,国家创新研究群体项目（51121003）,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
1157,2017,大规模围填海对滨海湿地的影响与对策,国家创新研究群体项目（51121003）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1158,2017,《2017年政府工作报告》分析与解读——人文与经济地理学视角,中科院前沿科学重点研究项目（QYZDYSSW-SYS002）,CAS Divisions and Academicians: History and Development,Отделения и академики КАН: история и развитие,Arts & Humanities,Гуманитарные науки,Historical Studies,История,"History of Science, Technology & Medicine","История науки, техники и медицины"
1158,2017,《2017年政府工作报告》分析与解读——人文与经济地理学视角,中科院前沿科学重点研究项目（QYZDYSSW-SYS002）,Geographic Science Research,Исследования в области географии,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Geography,География
1159,2017,中国如何成为世界科技创新强国(2015-2050),中宣部全国哲学社科规划办高端智库建设项目（20155010298）,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1160,2017,建设生命健康科技强国的路径思考,中科院前沿科学重点研究项目（QYZDY-SSWSMC002）,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1161,2017,建设生命健康科技强国的路径思考,国家自然科学基金委项目（31621004）,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1162,2017,科技人才政策助推世界科技强国建设——以国际科技人才引进政策突破为例,北京东宇全球化人才基金会“国际人才系列报告”专项资助,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1163,2017,中国土壤微生物组：进展与展望,中科院战略性先导科技专项（B类）（XDB15000000）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1163,2017,中国土壤微生物组：进展与展望,中科院战略性先导科技专项（B类）（XDB15000000）,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
1164,2017,地上-地下生物协同调控与养分高效利用,中科院战略性先导科技专项（B类）（XDB15000000）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1164,2017,地上-地下生物协同调控与养分高效利用,中科院战略性先导科技专项（B类）（XDB15000000）,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
1165,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1165,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1165,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,中科院战略性先导科技专项（B类）（XDB15010103）,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
1166,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,国家自然科学基金项目（41271262、41571246）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1166,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,国家自然科学基金项目（41271262、41571246）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1166,2017,掀开土壤生物“暗物质”——土壤病毒的神秘面纱,国家自然科学基金项目（41271262、41571246）,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
1167,2017,土壤微生物生物地理学研究现状与发展态势,中科院战略性先导科技专项（B类）（XDB15010100）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1167,2017,土壤微生物生物地理学研究现状与发展态势,中科院战略性先导科技专项（B类）（XDB15010100）,Microbiology and Ecological Environment Research,Исследования в области микробиологии и экологической среды,Health Sciences,Науки о здоровье,Biomedical Research,Биомедицинские исследования,Microbiology,Микробиология
1167,2017,土壤微生物生物地理学研究现状与发展态势,中科院战略性先导科技专项（B类）（XDB15010100）,Geographic Science Research,Исследования в области географии,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Geography,География
1168,2017,土壤微生物与作物土传病害控制,国家自然科学基金项目（41301335）,Agricultural Reforms,Сельскохозяйственные реформы,Applied Sciences,Прикладные науки,"Agriculture, Fisheries & Forestry",Сельскохозяйственные и лесохозяйственные науки и рыбный промысел,Agronomy & Agriculture,Сельскохозяйственные науки
1168,2017,土壤微生物与作物土传病害控制,国家自然科学基金项目（41301335）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1169,2017,典型国家科技创新决策与咨询制度比较研究,科技部专项任务（Y501601801）,S&T Talent Cultivation,Воспитание научно-технических талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
1169,2017,典型国家科技创新决策与咨询制度比较研究,科技部专项任务（Y501601801）,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1169,2017,典型国家科技创新决策与咨询制度比较研究,科技部专项任务（Y501601801）,Science Popularization and Think Tank Construction,Популяризация науки и создание аналитических центров,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Science Studies,Исследования науки
1170,2017,国立科研机构形象资产管理体系的规划与思考,中科院科学传播局2016—2017年度科学传播项目,S&T Talent Cultivation,Воспитание научно-технических талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
1170,2017,国立科研机构形象资产管理体系的规划与思考,中科院科学传播局2016—2017年度科学传播项目,S&T Innovation and Superpower Strategy,Научно-технические инновации и стратегия сверхдержавы,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,"Strategic, Defence & Security Studies","Стратегия, оборона и безопасность"
1171,2017,新方法、新理论为太湖环境治理和生态修复提供科技支撑,国家自然科学基金创新研究群体项目（41621002）,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
1171,2017,新方法、新理论为太湖环境治理和生态修复提供科技支撑,国家自然科学基金创新研究群体项目（41621002）,CAS Field Observation Station Network,Сеть полевых наблюдательных станций КАН,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1172,2017,新方法、新理论为太湖环境治理和生态修复提供科技支撑,国家自然科学基金重点项目（41230744）,Water Resources Management and Ecological Protection,Управление водными ресурсами и экологическая защита,Applied Sciences,Прикладные науки,Engineering,Технические науки,Environmental Engineering,Инженерная экология
1172,2017,新方法、新理论为太湖环境治理和生态修复提供科技支撑,国家自然科学基金重点项目（41230744）,CAS Field Observation Station Network,Сеть полевых наблюдательных станций КАН,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1173,2017,论现代建筑学语境中的建成遗产传承方式——基于原型分析的理论与实践,国家自然科学基金（51678415）,Urbanization,Китае,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
1174,2017,上海的城市更新与历史建筑保护,国家自然科学基金（51478317）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1174,2017,上海的城市更新与历史建筑保护,国家自然科学基金（51478317）,Urbanization,Китае,Applied Sciences,Прикладные науки,Built Environment & Design,Экологическое строительство и дизайн,Urban & Regional Planning,Городское и районное планирование
1175,2017,法国国家建成遗产保护教育与实践体系及对我国的启迪,国家自然科学基金（50978187）,Graduate Education and Talent Cultivation,Послевузовское образование и развитие талантов,Economic & Social Sciences,Гуманитарные науки,Social Sciences,Общественные науки,Education,Образование
1176,2017,历史建筑的材料病理诊断、修复与监测前沿技术,国家自然科学基金（E080102）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1176,2017,历史建筑的材料病理诊断、修复与监测前沿技术,国家自然科学基金（E080102）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1177,2017,历史建筑的材料病理诊断、修复与监测前沿技术,国家文物局科技司文物保护科技优秀青年研究计划（2014223）,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1177,2017,历史建筑的材料病理诊断、修复与监测前沿技术,国家文物局科技司文物保护科技优秀青年研究计划（2014223）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1178,2017,历史建筑的材料病理诊断、修复与监测前沿技术,教育部重点实验室2016年种子基金项目,Soil Environment and Sustainable Development,Почвенная среда и устойчивое развитие,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1178,2017,历史建筑的材料病理诊断、修复与监测前沿技术,教育部重点实验室2016年种子基金项目,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1179,2017,重构自然资源管理制度体系,国家自然科学基金青年科学基金（71403265）,Ecological Civilization Construction,Строительство экологической цивилизации,Natural Sciences,Естественные науки,Earth & Environmental Sciences,Науки о Земле и науки об окружающей среде,Environmental Sciences,Науки об окружающей среде
1181,2017,当代遥感科技发展的现状与未来展望,国家自然科学基金（41325004、91638201）,Biomedical Imaging of Animals,Биомедицинская визуализация животных,Health Sciences,Науки о здоровье,Clinical Medicine,Клиническая медицина,Nuclear Medicine & Medical Imaging,Ядерная медицина и другие радиологические исследования
1182,2017,生物信息流操纵:作物病虫害导向性防控的新科学,中科院战略性先导科技专项（XDB11040700、XDB11010200）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1183,2017,植物非编码RNA与抗虫防御反应的研究及应用,中科院战略先导性专项（XDB11030000）,Biotechnology Development,Развитие биотехнологий,Applied Sciences,Прикладные науки,Enabling & Strategic Technologies,Прикладные и стратегические технологии,Biotechnology,Биотехнологии
1183,2017,植物非编码RNA与抗虫防御反应的研究及应用,中科院战略先导性专项（XDB11030000）,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
1184,2017,发展基因沉默技术，控制作物土传真菌病害,中科院战略性先导科技专项（B类）（XDB11040500）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1185,2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）,Biodiversity Conservation and Ecosystem Restoration,Сохранение биоразнообразия и восстановление экосистем,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1185,2017,区域性农田景观对昆虫的生态学效应与展望,中科院战略性先导科技专项（B类）资助（XDB11050400）和国家自然科学基金项目（31572059）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1186,2017,适用于入侵害虫治理的遗传调控技术,国家自然科学基金国际（地区）合作与交流项目31420103918,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1187,2017,病毒-昆虫-植物三者互作研究进展及展望,中科院战略性先导科技专项（XDB11040100、XDB11040300）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1187,2017,病毒-昆虫-植物三者互作研究进展及展望,中科院战略性先导科技专项（XDB11040100、XDB11040300）,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
1188,2017,病毒-昆虫-植物三者互作研究进展及展望,国家自然科学优秀青年基金（31522046）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1188,2017,病毒-昆虫-植物三者互作研究进展及展望,国家自然科学优秀青年基金（31522046）,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
1189,2017,病毒-昆虫-植物三者互作研究进展及展望,国家自然科学基金（31672001）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
1189,2017,病毒-昆虫-植物三者互作研究进展及展望,国家自然科学基金（31672001）,Flora of China,Флора Китая,Natural Sciences,Естественные науки,Biology,Биология,Plant Biology & Botany,Ботаника
1190,2017,植物先天免疫研究现状与前景展望,中科院空间科学战略性先导科技专项（XDB11020600、XDB11020300）,Biosecurity and Invasion Biology,Биобезопасность и инвазионная биология,Natural Sciences,Естественные науки,Biology,Биология,Ecology,Экология
